Filename,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index,Average Number of Words Per Sentence,Complex Word Count,Word Count,Syllable Per Word,Personal Pronouns,Average Word Length
blackassign0053.txt,41,3,0.863636344008265,0.14147909922353988,7.232558139534884,0.9839228295819936,3.2865923876467513,7.232558139534884,306,311,2.405144694533762,0,7.218649517684887
blackassign0054.txt,5,1,0.6666665555555741,0.03225806434269858,11.625,1.0,5.050000000000001,11.625,186,186,2.096774193548387,0,6.623655913978495
blackassign0055.txt,23,8,0.4838709521331951,0.08051948031033901,11.323529411764707,0.987012987012987,4.924216959511078,11.323529411764707,380,385,2.0727272727272728,0,6.44935064935065
blackassign0056.txt,13,8,0.23809522675737013,0.0833333330026455,13.263157894736842,0.9523809523809523,5.686215538847119,13.263157894736842,240,252,2.388888888888889,0,7.083333333333333
blackassign0057.txt,15,8,0.3043478128544429,0.15333333231111113,5.555555555555555,1.0,2.6222222222222222,5.555555555555555,150,150,2.5533333333333332,0,7.726666666666667
blackassign0058.txt,5,0,0.99999980000004,0.06172839429964946,8.1,1.0,3.64,8.1,81,81,2.493827160493827,0,7.54320987654321
blackassign0059.txt,23,36,-0.22033897931628849,0.17611940245934507,6.090909090909091,1.0,2.8363636363636364,6.090909090909091,335,335,2.1253731343283584,0,6.6716417910447765
blackassign0060.txt,9,2,0.636363578512402,0.14666666471111114,8.333333333333334,0.9866666666666667,3.728,8.333333333333334,74,75,2.1333333333333333,0,6.573333333333333
blackassign0061.txt,33,11,0.4999999886363639,0.12464589199817028,11.387096774193548,0.9971671388101983,4.953705565201499,11.387096774193548,352,353,2.4787535410764874,0,7.688385269121813
blackassign0062.txt,1,7,-0.7499999062500118,0.1355932180407929,5.9,0.9830508474576272,2.753220338983051,5.9,58,59,2.0,0,6.305084745762712
blackassign0063.txt,9,25,-0.47058822145328766,0.24817518067025415,6.523809523809524,1.0,3.0095238095238095,6.523809523809524,137,137,2.204379562043796,0,6.912408759124087
